column1;audios;date;domain;intent;lastModified;sentence;sentenceid;slots
284;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Poñemos sombreiro para hoxe ou dan nubrado?;d361ca57-1285-4708-b36b-882c0896db1a;['place', ' date']
285;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Sairá o sol hoxe pola tarde?;2cb82a86-382d-43e5-a3cd-d208b2bb3d33;['place', ' date']
286;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Dime se sairá o sol en Padrón;a2ed3b5b-a160-4252-957d-2983566d3501;['place', ' date']
287;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Que días chove esta semana?;7358a7bb-cfc7-43ab-940c-27e334698ee1;['place', ' date']
288;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Para cando dan choiva?;57d1b209-906a-4986-96e9-52dbd123183b;['place', ' date']
289;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Sabes se vai parar de chover nalgún momento do día?;d2939d70-9baf-4dde-83e0-2e821f186b11;['place', ' date']
290;75;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Poderei tender a roupa nalgún momento da tarde?;63f820a6-38e3-497c-be7d-3bbf2e74e6e4;['place', ' date']
291;74;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Terei que coller paraugas hoxe?;7fccc1d8-bace-467f-9871-9a997d9fbf9a;['place', ' date']
292;73;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;O día está nubrado, collo ou non collo paraugas?;c43c3b05-48a0-4e07-b737-3481a66406d7;['place', ' date']
293;74;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Fará bo día para ir andando mañá?;4c00fa1a-e785-40a6-91cd-b161beffbecb;['place', ' date']
294;73;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Cando parará de chover?;094c911a-f184-47c6-a672-94c2e5cb970a;['place', ' date']
295;74;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Cando soben as temperaturas?;202979b0-f68f-4d9e-a4c2-25cd3c42de04;['place', ' date']
296;74;18/08/2022 7:54;weather;check_weather;18/08/2022 7:54;Baixan moito as temperaturas esta semana?;617d26d4-a89e-4b55-9348-e54d6333317b;['place', ' date']
297;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Ola, quero ver o rexistro de glicosa do domingo pasado;701e3c27-8674-4b25-a0e6-d840203f01c6;['date', ' health_parameter']
298;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Gustaríame comprobar as miñas medidas de glicosa;cbba2902-4688-43c8-92c3-3c114a5f4b9c;['date', ' health_parameter']
299;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Podo consultar o azucre en sangue?;edc98536-e4d0-49e4-9d6f-7d97fe83af38;['health_parameter']
300;75;18/08/2022 7:54;health;check_health;18/08/2022 10:40;Quero que mires os datos de azucre que rexistrei esta semana;77ea71c4-8356-42b4-b6f1-9b2914ff1861;['date', ' health_parameter']
301;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Boas, dime a glicosa que rexistrei o xoves e o venres;99ca6bd4-db2f-4cc1-a2bd-8b18165e5ab2;['date', ' health_parameter']
302;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Podes ensinarme o meu nivel de glicosa de onte?;87b8787c-7e13-40bb-b324-e1930e3a3346;['date', ' health_parameter']
303;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Mírame cales son os valores de azucre no sangue que anotaches esta semana;6da6171b-abec-4300-bb73-975e0b9502b8;['date', ' health_parameter']
304;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Como vou do azucre no sangue?;46720814-454e-452b-881b-662530d661c1;['health_parameter']
305;74;18/08/2022 7:54;health;check_health;18/08/2022 10:40;Pódesme dicir a glicosa que teño hoxe?;8c3be3b2-2cb4-4f43-8d32-ae4854442571;['date', ' health_parameter']
306;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Amósame os rexistros de azucre desta semana, grazas;88d3b525-4a54-4194-a95f-8bf78e052d7c;['date', ' health_parameter']
307;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Podes ver cales foron os meus valores de presión sanguínea esta semana?;54fd5aa3-39b0-478d-81ac-255dfc2c2451;['date', ' health_parameter']
308;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Quero saber que presión sanguínea tiven o luns da semana pasada;86a2d0a1-6679-456e-8054-1ad2c061557f;['date', ' health_parameter']
309;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Dime a presión arterial rexistrada;c70b7f10-af4a-4da9-baaf-9b4a6e72d6c4;['health_parameter']
310;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Faime o favor de buscar os datos da miña tensión sistólica desta semana;666ec8a3-e2aa-4a64-bebc-6461143d1a29;['date', ' health_parameter']
311;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Consúltame aí a presión arterial do martes;6fd0ae4f-e9d3-4fa1-adc6-bba0735bbff7;['date', ' health_parameter']
312;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;A semana pasada, que frecuencia arterial tiven de media?;0382592d-423d-4442-b6e2-056b78e70df3;['date', ' health_parameter']
313;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Axúdasme a saber o rexistro de presión sanguínea que tiven estes días?;7db27eb5-07a6-4b36-a8f6-a6faea3f90cb;['date', ' health_parameter']
314;73;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Cal foi a miña presión sanguínea hoxe?;0ab6e2ff-0f92-4e77-a518-218a80812c33;['date', ' health_parameter']
315;76;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Como vou da tensión?;f0f7feff-f047-473e-90e9-c3dde31b104f;['health_parameter']
316;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Quero ver os rexistros da tensión, por favor;f8a209f5-2cb2-4d8a-957a-d5b17fc10f4a;['health_parameter']
317;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Como me deu onte a saturación de osíxeno?;c9a3f0e0-4023-4476-9a2d-7d91f39fa00f;['date', ' health_parameter']
318;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Como podo saber os datos de saturación de osíxeno da semana pasada?;eba8ee1e-1b4e-4f44-a624-0dc6cdb2a190;['date', ' health_parameter']
319;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Quero saber a miña saturación de onte e antonte;a442999a-65ed-4a81-baa1-fc67f017aae0;['date', ' health_parameter']
320;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;A canto chegou o mércores a miña saturación de osíxeno?;63bf6a72-b057-4b4d-91ae-3ce5dd9574e6;['date', ' health_parameter']
321;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Por favor, ensíname os rexistros de saturación de osíxeno;9130a4de-a002-43d8-865d-ec9a98158558;['health_parameter']
322;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Como tiven este martes a saturación de osíxeno?;63d5f9d7-8c69-4731-8987-35b6a83e039b;['date', ' health_parameter']
323;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Dime como me saíu o osíxeno en sangue o xoves pasado;ff2d59d8-5d0e-4d6e-824a-0860218260ba;['date', ' health_parameter']
324;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Canto tiven de saturación onte?;9f00cae3-df7a-4c23-9245-be0e547faf48;['date', ' health_parameter']
325;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Dime o nivel de saturación que che dixen onte;5381cbe1-5684-447f-9928-573324b5bde1;['date', ' health_parameter']
326;76;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Podes consultarme que valores teño gardados esta semana de saturación de osíxeno?;6e2d673b-0abf-4eb7-9cb0-a285d47f40c4;['date', ' health_parameter']
327;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Cal era a miña frecuencia cardíaca?;5526d81c-f144-4adb-8a8f-5592f51c5aee;['health_parameter']
328;73;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Como me está a funcionar o corazón esta semana?;9ad9039f-c3dc-4235-93b5-67c9cee9385c;['date', ' health_parameter']
329;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Podes consultar os meus datos de ritmo cardíaco?;acf03e2c-4f26-4c31-8687-69e80b1b905e;['date', ' health_parameter']
330;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Cal foi o meu nivel de pulsacións por minuto?;6faa2dd4-04b8-4d8d-9678-d29aa0c5f20b;['health_parameter']
331;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;A semana pasada, que frecuencia cardíaca rexistraches?;03812baf-783e-4215-bbf1-0acdaf859d31;['date', ' health_parameter']
332;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Consulta os meus datos de ritmo cardíaco;9c8b30f3-aa67-477d-9a3f-417b2f9cdc53;['health_parameter']
333;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Cantos latidos por minuto che dixen o sábado?;b695d31a-738d-4c8c-aa8c-4a792ec55c46;['date', ' health_parameter']
334;74;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Que valores de latidos por minuto tes rexistrados para o luns?;c8e8b431-b4e2-48ea-bb99-c90d9732ce97;['date', ' health_parameter']
335;75;18/08/2022 7:54;health;check_health;18/08/2022 7:54;Quero que me digas a frecuencia cardíaca para revisala;80f1d806-ead4-4372-8254-61285cb182c8;['health_parameter']
336;76;18/08/2022 7:54;health;check_health;23/08/2022 8:07;Para a frecuencia cardíaca, que tes anotado?;e7f3555b-797d-4fb9-855e-0c28ac721bee;['health_parameter']
337;75;18/08/2022 7:54;health;save_health;18/08/2022 7:54;Quero rexistrar o azucre que tiven hoxe na proba;93a47c23-9816-4488-8c6e-f1a3091f0f64;['health_parameter']
338;75;18/08/2022 7:54;health;save_health;18/08/2022 7:54;Ola, o meu valor de azucre en sangue hoxe é de noventa e nove;52faf934-faa9-4d75-a7c3-f4f99bfa29ce;['health_parameter', ' health_value']
339;75;18/08/2022 7:54;health;save_health;18/08/2022 7:54;Na proba de hoxe deume que teño cento dous miligramos por decilitro de glicemia;8fb36f24-2c3c-4558-bfd1-b69939b75b68;['health_parameter', ' health_value']
340;74;18/08/2022 7:54;health;save_health;18/08/2022 7:54;Acabo de medir cento vinte de glicemia, podes anotarmo?;a13771cd-97d7-4641-97d9-b38040a1b3ce;['health_parameter', ' health_value']
341;75;18/08/2022 7:54;health;save_health;18/08/2022 7:54;Quero que rexistres que acabo de medir noventa e cinco miligramos para o azucre en sangue;7ca4346e-9ce9-4429-991e-acea7a98b43f;['health_parameter', ' health_value']
342;73;18/08/2022 7:54;health;save_health;18/08/2022 7:54;Hoxe deume que teño cento corenta e cinco miligramos por decilitro para a glicosa;0936825f-499d-4226-90db-736e36728186;['health_parameter', ' health_value']
343;76;18/08/2022 7:54;health;save_health;18/08/2022 7:54;Gustaríame engadir o meu resultado de glicosa;33f98e7d-b994-44b7-ac66-d11edd9a9fc8;['health_parameter']
344;74;18/08/2022 7:54;health;save_health;18/08/2022 7:54;Apunta no rexistro que hoxe teño cento cincuenta de glicosa;95ede504-89f3-4ce8-b680-37ddf5b812b6;['health_parameter', ' health_value']
345;74;18/08/2022 7:54;health;save_health;18/08/2022 7:54;Pódesme rexistrar que o azucre en sangue é de cento corenta e seis miligramos?;dcaa512a-5bc6-43d3-8def-b38d15e30a32;['health_parameter', ' health_value']
346;75;18/08/2022 7:54;health;save_health;18/08/2022 7:54;A miña glicosa en sangue hoxe é de cento sesenta e seis miligramos;caab928f-59cc-4278-bb22-0847c3778530;['health_parameter', ' health_value']
347;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Almacena o valor de tensión arterial rexistrado;f85fb586-66be-4e4a-934b-305a765bf7a0;['health_parameter']
348;76;18/08/2022 7:55;health;save_health;24/08/2022 7:32;Necesito que gardes o valor de hoxe para a presión arterial;d3381a37-0536-42bf-a4df-e811f8fb8078;['health_parameter']
349;71;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Anota aí que hoxe teño cento quince de presión arterial;19b2ce16-9894-4485-9c4f-f5d3f6439b5e;['health_parameter', ' health_value']
350;73;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Teño unha presión sistólica de cento vinte;1dcc0fd6-4f5e-45ad-8fcc-422e5d03661b;['health_parameter', ' health_value']
351;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Podes rexistrarme o valor de presión sanguínea?;37147d01-7e94-45ac-b381-d41a43c614b6;['health_parameter']
352;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Quero gardar que na medición de hoxe deume cento vinte e tres de tensión;4ff12a84-704e-4333-a99e-778dfa639fdd;['health_parameter', ' health_value']
353;76;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Acabo de medirme a tensión e saíume cento dezasete milímetros;8c39ef58-e129-4ff9-80fa-3b1276221b47;['health_parameter', ' health_value']
354;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Faime o favor de rexistrar o valor de tensión;70a8e326-688d-41cf-ba34-178389ac6b6b;['health_parameter']
355;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Apunta que a miña tensión no sangue é de cento corenta e cinco milímetros de mercurio;e008eb4b-7878-4d6b-a5c1-6fcadd9e2140;['health_parameter', ' health_value']
356;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Gustaríame que anotes que a miña presión no sangue hoxe é de cento cincuenta e tres;b7323bfc-3780-481e-bfdd-926ac2d035a7;['health_parameter', ' health_value']
357;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Bos días, fixen unha nova medición da saturación de osíxeno;f6e8ad0c-e118-4ae7-b994-0e3eac49a4b2;['health_parameter']
358;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;A miña saturación de osíxeno é do noventa e oito por cento;a6ab5daa-446a-4ac8-99d7-47ccbe09024f;['health_parameter', ' health_value']
359;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Rexístrame que hoxe teño un noventa e cinco por cento de osíxeno en sangue;c487301f-5045-411f-93a4-a1a670b9f1b0;['health_parameter', ' health_value']
360;74;18/08/2022 7:55;health;save_health;18/08/2022 7:55;O osíxeno saíume algo baixo, teño un noventa e tres por cento;9dd7c734-6c18-4c44-b195-f12352abb6e1;['health_parameter', ' health_value']
361;74;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Engade un novo valor de osíxeno en sangue;d8209777-68bc-49eb-bbd5-52f04cd80312;['health_parameter']
362;74;18/08/2022 7:55;health;save_health;18/08/2022 7:55;A miña saturación do osíxeno en sangue hoxe é do noventa e nove por cento;f569510d-6caa-48e5-ac41-b058a1f08ee3;['health_parameter', ' health_value']
363;74;18/08/2022 7:55;health;save_health;24/08/2022 7:31;Pódesme apuntar un nivel de osíxeno no sangue do noventa e seis por cento?;0bce0628-d13d-4d46-b2dd-295e6dafefda;['health_parameter', ' health_value']
364;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Teño un noventa e catro por cento de saturación de osíxeno;4b5b1bf1-d25c-403e-afdd-c4cc609cbe79;['health_parameter', ' health_value']
365;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Rexistra que hoxe saíume un noventa e un por cento de osíxeno no sangue;cf90fd99-8cd8-471f-9646-eddaa6e67885;['health_parameter', ' health_value']
366;74;18/08/2022 7:55;health;save_health;23/08/2022 8:29;Teño que rexistrar o osíxeno;4026b7be-0e6e-4adf-b969-6c49a56b2ef9;['health_parameter']
367;74;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Podes rexistrarme as pulsacións de hoxe?;9efaff63-77d8-48eb-95c0-e61b02996d36;['health_parameter']
368;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;A miña frecuencia cardíaca para hoxe é de oitenta pulsacións por minuto;28743187-e5be-496e-9be5-14dc2e4ae301;['health_parameter', ' health_value']
369;74;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Contei sesenta e nove pulsacións por minuto;4e91119d-42a9-44df-a2cc-f9eac2d4724e;['health_parameter', ' health_value']
370;74;18/08/2022 7:55;health;save_health;24/08/2022 14:25;Apunta que o meu ritmo cardíaco é de setenta e dúas pulsacións;a2530005-647d-4f83-9a48-0ee56aa77851;['health_parameter', ' health_value']
371;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Podes apuntar que teño cincuenta e cinco pulsacións por minuto?;3af1be68-22f1-452d-8bd8-81b5383cb20f;['health_parameter', ' health_value']
372;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Garda oitenta e sete pulsacións para hoxe, por favor;2c12b051-339a-4503-a8af-a895bd4ad2cb;['health_parameter', ' health_value']
373;75;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Hoxe tiven noventa e un latidos por minuto;36581297-5cd5-4a69-9cfb-0c06980f30bb;['health_parameter', ' health_value']
374;75;18/08/2022 7:55;health;save_health;23/08/2022 8:17;Para a frecuencia cardíaca, anota que teño setenta e cinco pulsacións;c08bb8ff-eadc-441e-94e6-2809c3da6192;['health_parameter', ' health_value']
375;75;18/08/2022 7:55;health;save_health;24/08/2022 14:26;O meu ritmo cardíaco hoxe é de cincuenta e unha pulsacións por minuto;5cd8798b-9e7a-4520-8657-3c08ee063d2c;['health_parameter', ' health_value']
376;74;18/08/2022 7:55;health;save_health;18/08/2022 7:55;Rexistra que hoxe medín sesenta e catro para a frecuencia cardíaca;3a092c7d-0e55-48ec-b391-04aec1c96036;['health_parameter', ' health_value']
377;76;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Xa tomei a pastilla para o sangue?;d939acbc-709c-4f59-a2d3-15380d4bec2f;['pill']
378;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Teño que tomar a pastilla do corazón pola mañá?;80511f77-5ae2-44e5-8db1-f54166fcd8dd;['pill']
379;75;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Cando teño que tomar a pastilla do colesterol?;c3757c35-2a94-45f4-8e98-b45de454e833;['pill']
380;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Teño que tomar a pílula para os riles?;4fe2cc9c-9159-4dca-b08c-88db1f943727;['pill']
381;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Tomei xa a pílula para a tiroide?;fd27fba3-b995-4345-8976-7a12b2c3b4df;['pill']
382;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Que dose teño que tomar para o corazón?;7a61bdbe-3149-435d-9b38-7bcad46ec8b7;['pill']
383;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Non sei se teño que tomar agora a pílula do colesterol, podes axudarme?;a75ccded-6ebf-4628-995b-8432d62ad3d3;['pill']
384;75;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;O comprimido para a tiroide, tócame hoxe?;25c3f839-1946-4b74-b6fe-38dbb228caa0;['pill']
385;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Dime se teño que tomar a pastilla dos riles;0f50f87d-a8d0-4af2-9e7d-027f1138f6ba;['pill']
386;75;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Cando me toca a pílula da tiroide?;44152aa2-67b5-422e-95dc-95f867ec252f;['pill']
387;75;18/08/2022 7:55;health;check_pills;25/08/2022 10:04;Boas, dime cando teño que tomar a pastilla para a diabetes hoxe;f7ce5a1b-3cbc-4c43-9ee9-8b5d7dc17983;['pill']
388;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Cando toca a pílula do azucre?;12e079e3-e153-4480-9117-8629813720a9;['pill']
389;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Non lembro se hoxe teño que tomar a pastilla da diabetes;b49392e3-915a-4add-b017-e2f4a6155e2e;['pill']
390;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;A pílula para o corazón, toca hoxe?;40d2fb8e-b28d-41f5-b84d-5d2c4f1071c6;['pill']
391;75;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Esquecín se teño que tomar a pastilla para o ril;70c00c66-5ecb-4ef5-aaf2-b6cb8ae65afe;['pill']
392;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Faime o favor de dicirme se esta tarde teño que tomar a pastilla do colesterol;50adfc3c-ca5c-4e67-a399-4ae541986d3d;['pill']
393;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Que dose me toca para a diabetes?;a9e59b48-0bf0-4d9f-9811-ae9d5c1c329b;['pill']
394;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Sabes a dose que teño que tomar para o colesterol?;e7e0795c-e439-487c-8b4e-1e60fcb489cd;['pill']
395;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Esquecín a dose da pastilla para a tiroide;6df2e382-bd2e-4838-8f14-816ee988dfd5;['pill']
396;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Cando teño que tomar a pílula do ril?;33a2b92f-edc4-4de7-8493-209d74dfc193;['pill']
397;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Recórdasme que pastillas teño que tomar hoxe?;03a603b0-567b-46d9-a266-ca0f6f5ff6a0;['date']
398;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Que pílula me toca tomar despois de xantar?;d4d541ea-6a39-40de-8dbd-b2ad351b67f5;['date']
399;75;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Non me acordo dos comprimidos que me tocan hoxe, bótasme unha man?;255dbe4b-593b-4fc0-9bb9-3aa123a13d3d;['date']
400;75;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Que pastillas teño que tomar despois de comer?;a42d28b4-797a-4c89-a317-407855151aa9;['date']
401;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Pola tarde que teño que tomar?;42408b1f-991c-4c1f-896d-22ded051f5d4;['date']
402;75;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Que pastillas me tocan mañá?;a6b21591-7479-4df8-b01f-58dfe2cbf768;['date']
403;73;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Podes axudarme coas pastillas que teño que tomar hoxe?;f46e03a6-cae1-4e46-ae12-71f0ca0c0a99;['date']
404;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Para mañá, que pílulas teño que preparar?;4a5efc0a-1443-4867-a652-634c69369479;['date']
405;75;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Dime os comprimidos que preciso tomar despois de cear, por favor;c198ebbb-2d11-49c0-8be0-0cc473f340f5;['date']
406;75;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Non teño nin idea das pílulas que me tocan esta tarde;8cbc93fc-b938-42e4-a1fa-0ee773278e70;['date']
407;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Esquecín as pastillas que me corresponde tomar hoxe;6e9a6034-8a42-4769-80f5-bf038f3b978d;['date']
408;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Dime as pastillas que teño que tomar mañá, por favor;79a1d012-fe65-493a-bb63-2bb057f596b9;['date']
409;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Quero saber que pílulas teño que coller para mañá;cbcf33e9-9a09-4b52-bd8e-f274da23ee63;['date']
410;75;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Sabes se mañá teño que tomar algunha pastilla?;96367292-fe0e-40b7-8133-f826d0d3984e;['date']
411;73;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Por favor, dime que comprimidos me tocan hoxe;2a88967a-3ac7-40ed-a7d2-6bc58974a918;['date']
412;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Cales son as pastillas para esta mañá?;a58b9aca-bcc9-47fd-828c-5c83ccc39750;['date']
413;75;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Sabes que pastillas me tocan este domingo?;b00ee2f4-40ed-4685-a477-82610cd994ed;['date']
414;75;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Recórdame as pílulas para o martes;27b8ba16-c509-4761-9415-8cb60defbac2;['date']
415;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Xa non me acordo do que teño que tomar hoxe;6782c1dd-23fd-48e7-9bc6-6e2c15574711;['date']
416;74;18/08/2022 7:55;health;check_pills;18/08/2022 7:55;Axúdasme a saber as pastillas para hoxe?;6d7dfb06-4135-4c17-987c-53c015530b39;['date']
417;70;18/08/2022 7:55;;what_is_chave365;03/02/2023 11:21;Que é a chave tres seis cinco?;a36b47fa-9daa-459b-a409-a224776897f0;[]
418;70;18/08/2022 7:55;;what_is_chave365;03/02/2023 11:47;Para que serve a chave tres seis cinco?;a3256d9d-82ec-4c0b-a47f-68b369bc0b42;[]
419;69;18/08/2022 7:56;;what_is_chave365;03/02/2023 11:48;Non sei que é isto da chave tres seis cinco, pódesmo explicar?;ce2cb81e-df00-4ba1-96c2-6e796daae651;[]
420;70;18/08/2022 7:56;;what_is_chave365;03/02/2023 11:48;Podes dicirme que é a chave tres seis cinco?;e0623805-4d69-4962-8669-36fc0499c509;[]
421;71;18/08/2022 7:56;;what_is_chave365;03/02/2023 11:48;Que se pode facer coa chave tres seis cinco?;e6f33ac9-a946-4d28-b0c7-2d0273780409;[]
422;72;18/08/2022 7:56;;what_is_chave365;03/02/2023 11:48;Pódesme dar información sobre a chave?;218d0c2e-3e20-4356-a72a-be23b6a3e813;[]
423;69;18/08/2022 7:56;;operation;03/02/2023 11:48;Que teño que facer para utilizar a chave?;da3b456c-820d-4543-82aa-000212ac8ca1;[]
424;69;18/08/2022 7:56;;operation;03/02/2023 11:48;Como emprego a chave tres seis cinco?;762d3db5-a48f-480f-bda2-ff7247047673;[]
425;69;18/08/2022 7:56;;operation;03/02/2023 11:48;Podes explicarme como uso a chave tres seis cinco?;4e7abb26-2693-40ef-840f-1be82de05c97;[]
426;69;18/08/2022 7:56;;operation;03/02/2023 11:48;Cal é o modo de emprego?;5e806663-c697-47b0-a738-5d5acb3b1b1b;[]
427;70;18/08/2022 7:56;;operation;03/02/2023 11:48;Como fago para asinar documentos coa chave tres seis cinco?;1925f688-6720-46d5-aa91-a8c23345b72a;[]
428;69;18/08/2022 7:56;;operation;03/02/2023 11:48;Gustaríame saber como utilizar a chave tres seis cinco;4a04b0e7-313e-4a19-8416-6b5cba6db866;[]
429;70;18/08/2022 7:56;;domains;03/02/2023 11:48;Onde podo utilizala?;a25e7e43-ea85-4bf9-b780-d5c1c3ccb5b0;[]
430;69;18/08/2022 7:56;;domains;03/02/2023 11:48;Pódesnos explicar onde podemos utilizar a chave esta?;a4e3b1ae-4a7b-48bd-98bb-1631aa8299bc;[]
431;71;18/08/2022 7:56;;domains;03/02/2023 11:49;En que páxinas podo utilizar a chave?;12e46d13-0de2-4f1f-8383-9723bd3e9add;[]
432;70;18/08/2022 7:56;;domains;03/02/2023 11:49;Onde podo empregar a chave tres seis cinco?;4f3871a5-874c-4e29-8baf-e5ef4c343b07;[]
433;69;18/08/2022 7:56;;domains;03/02/2023 11:49;Amósame os sitios nos que se pode asinar coa chave;cfb4b39e-8a68-4e96-adda-e89450684435;[]
434;70;18/08/2022 7:56;;domains;03/02/2023 11:49;Faime o favor de dicirme onde podo usar a chave esta, por favor;91787b23-4715-4c0c-8bd9-66eaca69dc6c;[]
435;69;18/08/2022 7:56;;requirements;03/02/2023 11:49;Quero saber que preciso para darme de alta en chave tres seis cinco;b80ac86b-a8b0-4d5b-aa34-19e6b5ec5402;[]
436;69;18/08/2022 7:56;;requirements;03/02/2023 11:49;Cales son os requisitos para obter a chave?;c2d93826-3a77-40de-97d3-5273cd3a0ae6;[]
437;70;18/08/2022 7:56;;requirements;03/02/2023 11:49;Quero darme de alta en chave tres seis cinco;bd759fc7-9c57-4137-a928-7aa400ffe946;[]
